iter	MultiClass
264	0.8221450483
265	0.8177117969
266	0.8144230487
267	0.8101059062
268	0.8070091945
269	0.8026397927
270	0.7990767872
271	0.7960551256
272	0.7935170164
273	0.7892567896
274	0.7859935744
275	0.7817253011
276	0.7780007392
277	0.7737251036
278	0.7698692248
279	0.7659374984
280	0.7626903092
281	0.7589623684
282	0.7550702941
283	0.7523440124
284	0.7482927925
285	0.745107509
286	0.7417515354
287	0.7381751191
288	0.7352414934
289	0.7323790235
290	0.7289252404
291	0.7256307593
292	0.7221954569
293	0.7185421151
294	0.7151786705
295	0.7121204368
296	0.7087236676
297	0.7058746898
298	0.7035704976
299	0.700480736
300	0.698163346
301	0.6946075961
302	0.6925462414
303	0.689343972
304	0.6861907943
305	0.6828625687
306	0.6802408529
307	0.6770143562
308	0.6736809293
309	0.6704878625
310	0.6673198321
311	0.6643284286
312	0.6614333083
313	0.6590097645
314	0.6559259493
315	0.6529838803
316	0.6501928157
317	0.6471699773
318	0.6438997597
319	0.6409634189
320	0.6377348168
321	0.6344231308
322	0.6316453685
323	0.6287905921
324	0.6261586542
325	0.6237140622
326	0.6206793503
327	0.6177667629
328	0.6155142958
329	0.6128352649
330	0.6097180301
331	0.6070530657
332	0.604552703
333	0.6025072672
334	0.5999563782
335	0.5983285582
336	0.595633032
337	0.592671656
338	0.5899691643
339	0.5872000288
340	0.5849160817
341	0.5830234979
342	0.5813127484
343	0.5786707232
344	0.5763357827
345	0.5739878221
346	0.5716384447
347	0.5692121583
348	0.5669824024
349	0.5642300752
350	0.561710741
351	0.5599501347
352	0.5576286684
353	0.5554056095
354	0.5535120706
355	0.5512196228
356	0.5488881172
357	0.546894552
358	0.5448304407
359	0.5425495452
360	0.5401795624
361	0.5379943375
362	0.5359505861
363	0.5336495529
364	0.5315533838
365	0.5293903344
366	0.5270649406
367	0.5250851801
368	0.5231551447
369	0.5215357516
370	0.5203933156
371	0.5183624747
372	0.5161550097
373	0.5139804914
374	0.5119167556
375	0.5103234064
376	0.5083541429
377	0.5061022066
378	0.504103665
379	0.5024050574
380	0.5005152906
381	0.4984162341
382	0.4970485181
383	0.4954525642
384	0.4938750924
385	0.4920211538
386	0.4903842023
387	0.4890821209
388	0.4871070755
389	0.4858093886
390	0.4838731368
391	0.4818380919
392	0.4799890944
393	0.4778721992
394	0.4759748996
395	0.4740696531
396	0.4724500115
397	0.4710608364
398	0.469048597
399	0.4672392817
400	0.4658453434
401	0.4642271919
402	0.462412535
403	0.4615717049
404	0.4598184167
405	0.4583852399
406	0.4568577655
407	0.4554736837
408	0.4535297087
409	0.4522048185
410	0.4505953465
411	0.4491349838
412	0.4480519132
413	0.4466346892
414	0.4454091919
415	0.4437043785
416	0.4423461033
417	0.4413256457
418	0.4395550599
419	0.4380525711
420	0.4366496677
421	0.4351075582
422	0.4334773566
423	0.4318260491
424	0.4306209852
425	0.4291734703
426	0.4275501133
427	0.4260804672
428	0.4246039497
429	0.4231388744
430	0.4220882356
431	0.4207203871
432	0.4195056522
433	0.4181751682
434	0.4169651664
435	0.4153695441
436	0.4140645501
437	0.4127289426
438	0.4110747335
439	0.409530277
440	0.4083466364
441	0.4067647317
442	0.4056795755
443	0.4042263103
444	0.4030925584
445	0.4019684793
446	0.4007424925
447	0.3994078455
448	0.3980174566
449	0.3966326878
450	0.3951840733
451	0.3940235766
452	0.392991489
453	0.39195977
454	0.3905416452
455	0.3895361416
456	0.3883330502
457	0.3870800148
458	0.386240061
459	0.3850366089
460	0.3838174973
461	0.382594096
462	0.3813639489
463	0.3803489789
464	0.3791684313
465	0.3783541087
466	0.3770967694
467	0.3756337137
468	0.3743194023
469	0.3732488466
470	0.3722116717
471	0.3710378133
472	0.3696384941
473	0.3685715623
474	0.3674169948
475	0.3663102441
476	0.365061938
477	0.3639980082
478	0.362683132
479	0.3615968599
480	0.360448676
481	0.3594914305
482	0.3586040588
483	0.3576215673
484	0.3566905109
485	0.3558595163
486	0.3547890876
487	0.3535733374
488	0.3523568217
489	0.351302762
490	0.3506487258
491	0.349700027
492	0.3487250649
493	0.347786066
494	0.3470158894
495	0.34612656
496	0.3450526432
497	0.3441584317
498	0.3433870389
499	0.3424359953
500	0.3414641121
501	0.3405150351
502	0.339596173
503	0.3387718453
504	0.3378655857
505	0.3368165472
506	0.3358628787
507	0.3348389491
508	0.3338512206
509	0.3329259463
510	0.3319272376
511	0.3307529555
512	0.3300446816
513	0.3290763795
514	0.3281728307
515	0.3272096706
516	0.3267031216
517	0.325990273
518	0.325181618
519	0.3245771161
520	0.3235577812
521	0.3227749459
522	0.3219785941
523	0.3210930025
524	0.3200989324
525	0.3192092081
526	0.318432275
527	0.3177747895
528	0.3168779886
529	0.3161976456
530	0.3154369358
531	0.314764166
532	0.3139260736
533	0.3133245198
534	0.3125448827
535	0.3116613168
536	0.3106884283
537	0.3097558437
538	0.3091210896
539	0.3082553327
540	0.3073838746
541	0.3068109876
542	0.305921473
543	0.3052492696
544	0.3045414456
545	0.3037736652
546	0.3030321315
547	0.3021881492
548	0.3013361504
549	0.3004831393
550	0.2997620116
551	0.2989950017
552	0.2984114848
553	0.2976307873
554	0.2968254123
555	0.2961488672
556	0.295368056
557	0.2945527668
558	0.2937058711
559	0.2928549552
560	0.2921412159
561	0.2914537116
562	0.2910437102
563	0.290008344
564	0.2893142513
565	0.2886756337
566	0.2878811752
567	0.2870448639
568	0.2862834778
569	0.2857282347
570	0.2849533547
571	0.2842547073
572	0.2835457985
573	0.2828292316
574	0.2821401345
575	0.2814037451
576	0.2808133124
577	0.28004135
578	0.2793620177
579	0.2786242375
580	0.2780643408
581	0.277473216
582	0.2766860787
583	0.2761004893
584	0.2756201433
585	0.2749104552
586	0.274402897
587	0.2737350657
588	0.2732512841
589	0.2724916877
590	0.2717503189
591	0.2711754973
592	0.2705792196
593	0.2700471317
594	0.2694248622
595	0.2687117581
596	0.2681301513
597	0.2673739661
598	0.2670295184
599	0.266295766
600	0.2657496264
601	0.2649693902
602	0.2642251951
603	0.2636329475
604	0.262921811
605	0.262496852
606	0.2619238654
607	0.2614108293
608	0.2609015569
609	0.2602803329
610	0.2597277864
611	0.2589634531
612	0.2582011012
613	0.2574657372
614	0.2567769967
615	0.2561204822
616	0.2554234822
617	0.2548871609
618	0.2545665837
619	0.2540963934
620	0.2534738514
621	0.2530256926
622	0.2524100427
623	0.2518817833
624	0.2513353502
625	0.2506640269
626	0.2501805165
627	0.2495356239
628	0.2490531659
629	0.2486500943
630	0.2480545166
631	0.2476969661
632	0.2470553054
633	0.2465056083
634	0.2460111456
635	0.24543428
636	0.2449570438
637	0.24431977
638	0.2436535211
639	0.2430443223
640	0.242500393
641	0.2421208255
642	0.2415589212
643	0.2409443895
644	0.2403144701
645	0.2397563902
646	0.2392312729
647	0.2388372456
648	0.2382508467
649	0.2377201629
650	0.2372055702
651	0.2368224691
652	0.2362890592
653	0.2357526776
654	0.2353068932
655	0.2347203485
656	0.2341549829
657	0.2336067516
658	0.2330328807
659	0.2325841953
660	0.2321185208
661	0.2316483918
662	0.2311016368
663	0.2306130891
664	0.2300949812
665	0.2294669763
666	0.2290156029
667	0.2284926027
668	0.2281129801
669	0.2277325074
670	0.2274829004
671	0.2270596355
672	0.2265277606
673	0.2260615755
674	0.2256201112
675	0.2250890124
676	0.2246160806
677	0.2241159455
678	0.2235829094
679	0.2231236558
680	0.222619478
681	0.2222230351
682	0.2217566763
683	0.2212996503
684	0.2209353295
685	0.2204485155
686	0.2199806811
687	0.2195328812
688	0.2191756225
689	0.2187724848
690	0.2182843847
691	0.2177820657
692	0.2173294083
693	0.2169472303
694	0.2165419206
695	0.2162336907
696	0.2157640375
697	0.2152800488
698	0.2149253296
699	0.2146417879
700	0.2141718992
701	0.213797447
702	0.2134020478
703	0.2129072214
704	0.2125492698
705	0.2120929542
706	0.2116707014
707	0.211129677
708	0.2106147723
709	0.2103521442
710	0.209922525
711	0.2094264104
712	0.2090655194
713	0.2086359535
714	0.2082289083
715	0.2078684743
716	0.2074979387
717	0.2070714669
718	0.2067793152
719	0.2063495727
720	0.2060331903
721	0.2056501195
722	0.2053875563
723	0.2050847086
724	0.2048443393
725	0.2045434133
726	0.2040857641
727	0.2036213171
728	0.2032742743
729	0.2029788575
730	0.2025832051
731	0.2022723253
732	0.2019509183
733	0.2015307412
734	0.2010889128
735	0.2006414214
736	0.2002353679
737	0.1998023971
738	0.199343214
739	0.1990181385
740	0.1987485572
741	0.1983031611
742	0.1978806795
743	0.197492118
744	0.1970754041
745	0.1967623437
746	0.1964495324
747	0.196139785
748	0.195818948
749	0.1954998272
750	0.195090218
751	0.1947516802
752	0.1944548074
753	0.1941156384
754	0.1937529643
755	0.1934373628
756	0.1931487439
757	0.1927616915
758	0.1923802928
759	0.1920168161
760	0.1916122249
761	0.1913358991
762	0.1909835195
763	0.1907496794
764	0.1903648446
765	0.1900637337
766	0.1896718877
767	0.189315265
768	0.1889812277
769	0.188654292
770	0.1884010369
771	0.1880121623
772	0.1875607658
773	0.1872482776
774	0.1869382657
775	0.1865803788
776	0.1862299938
777	0.186072707
778	0.1857798055
779	0.1854439414
780	0.1852589145
781	0.1849083936
782	0.1846460501
783	0.184332302
784	0.1840186844
785	0.1837014602
786	0.1833971394
787	0.1830684849
788	0.182721137
789	0.1824143934
790	0.1820813408
791	0.1817578075
792	0.181485703
793	0.1811667619
794	0.1808100787
795	0.1805529713
796	0.1802352812
797	0.1799863309
798	0.1797316976
799	0.1795102793
800	0.1792369951
801	0.1790035153
802	0.1787321285
803	0.1784801803
804	0.1781815087
805	0.1779430997
806	0.1776080391
807	0.1774183015
808	0.1772331929
809	0.1768919134
810	0.1765527573
811	0.1764126593
812	0.1761171846
813	0.1757558736
814	0.1754269079
815	0.1751742407
816	0.1747978492
817	0.174566223
818	0.1741903621
819	0.1739412182
820	0.1736246588
821	0.1733228153
822	0.1730514456
823	0.172821895
824	0.1725351263
825	0.1722415721
826	0.1720125782
827	0.171701261
828	0.1714711243
829	0.1711536854
830	0.1708644566
831	0.1705792851
832	0.170250842
833	0.169922433
834	0.1696295224
835	0.1694144438
836	0.1691391996
837	0.16885216
838	0.1685709126
839	0.1683030832
840	0.1679846859
841	0.1677160203
842	0.1674267927
843	0.1671764174
844	0.1669402182
845	0.1666958625
846	0.166470496
847	0.1661963442
848	0.1659215764
849	0.1656946557
850	0.1653520612
851	0.1650574078
852	0.1648352048
853	0.1646490467
854	0.1643332286
855	0.1640170668
856	0.1637437175
857	0.163480976
858	0.1632018622
859	0.1629578973
860	0.1627451202
861	0.1624906113
862	0.1622031184
863	0.1620665822
864	0.1618518193
865	0.1616674674
866	0.161464573
867	0.1612360065
868	0.1609873495
869	0.1607183835
870	0.1604363229
871	0.1601889371
872	0.1598942347
873	0.1597112054
874	0.1594857168
875	0.1592057005
876	0.1589518441
877	0.1586583279
878	0.1584633703
879	0.1582153043
880	0.15796936
881	0.1576991478
882	0.1575015926
883	0.15728374
884	0.1570444935
885	0.1568261739
886	0.1566090497
887	0.1564502352
888	0.156232195
889	0.1559619604
890	0.1557086415
891	0.1554743158
892	0.1552521613
893	0.1549944975
894	0.1548129056
895	0.1545648618
896	0.1543674165
897	0.1542582809
898	0.1540524435
899	0.153857611
900	0.1535951153
901	0.1533707288
902	0.1530827162
903	0.1529898059
904	0.1527692198
905	0.1525226193
906	0.1523694547
907	0.1521563787
908	0.1518532056
909	0.1515955148
910	0.1514858449
911	0.1512335321
912	0.1510086638
913	0.1507939083
914	0.1505868688
915	0.150351413
916	0.1501618038
917	0.1500357504
918	0.1499388877
919	0.1496982503
920	0.1494404384
921	0.1492203303
922	0.1489893322
923	0.1487732249
924	0.1485689258
925	0.1483458958
926	0.1481904046
927	0.1480487836
928	0.147871766
929	0.1476439869
930	0.1474182725
931	0.1472051339
932	0.1470075849
933	0.1468366795
934	0.146675216
935	0.1464670621
936	0.1462483293
937	0.1460319626
938	0.1457746304
939	0.1455357847
940	0.1453190893
941	0.1450915979
942	0.1448453488
943	0.1446187388
944	0.1444539129
945	0.1442511422
946	0.1440937223
947	0.1439236365
948	0.1437128407
949	0.143500452
950	0.1432781508
951	0.1431047995
952	0.1428823376
953	0.1426986743
954	0.1425011402
955	0.1423142745
956	0.1421257519
957	0.1419461657
958	0.1417606121
959	0.141585955
960	0.1413791001
961	0.1411808893
962	0.1410529227
963	0.1408492454
964	0.1406455429
965	0.1404390477
966	0.1402118401
967	0.1400038299
968	0.1398763944
969	0.1396673088
970	0.1394750873
971	0.1393223385
972	0.1391228912
973	0.1389438023
974	0.1387463104
975	0.1385189229
976	0.1382711662
977	0.1380274624
978	0.1378496686
979	0.1377082494
980	0.1375440953
981	0.137427622
982	0.1372462549
983	0.1370701299
984	0.1368909732
985	0.1367705947
986	0.1365898298
987	0.1363654381
988	0.1361609584
989	0.1359744962
990	0.1358436981
991	0.1356733889
992	0.1354670791
993	0.1352751743
994	0.1351312924
995	0.1349912036
996	0.1347856956
997	0.1345821797
998	0.1344282079
999	0.1342261104
